Street,City,Zip Code,Bed,Bath,Sqft,House Type,Year Built,Sold Price
3490 Silver Spur Ct,Concord,94518,3.0,3.0,1979.0,Single Family Residence,1974,760000.0
1370 Canterbury Dr,Concord,94521,4.0,2.0,1191.0,Single Family Residence,1954,700000.0
1151 Via Doble,Concord,94521,4.0,3.0,2165.0,Single Family Residence,1968,850000.0
1481 Dupre Court,Concord,94518,4.0,2.5,2052.0,Single Family Residence,1997,728000.0
1505 Kirker Pass Rd APT 131,Concord,94521,1.0,1.0,647.0,Condominium,1985,294500.0
1481 Dupre Ct,Concord,94518,4.0,3.0,2052.0,Single Family Residence,1997,728000.0
3459 Cranbrook Way,Concord,94520,4.0,2.0,1244.0,Single Family Residence,1959,570000.0
1232 Pinecrest Dr,Concord,94521,4.0,3.0,2537.0,Single Family Residence,1977,730000.0
3409 Wren Ave,Concord,94519,3.0,2.0,1176.0,Single Family Residence,1957,595000.0
825 Oak Grove Rd APT 8,Concord,94518,2.0,2.0,922.0,Condominium,1970,370000.0
975 Gaylord Pl,Concord,94518,4.0,3.0,2073.0,Single Family Residence,1993,860000.0
2962 Minert Rd,Concord,94518,4.0,3.0,1932.0,Single Family Residence,1979,832000.0
1101 Kaitlin Pl,Concord,94518,4.0,3.0,2762.0,Single Family Residence,1988,925000.0
954 Express Ct,Concord,94518,3.0,2.0,1202.0,Single Family Residence,1985,665000.0
2409 Hickory Dr,Concord,94520,3.0,1.0,1200.0,Single Family Residence,1947,540000.0
3540 Kevin Pl,Concord,94519,3.0,2.0,1440.0,Single Family Residence,1986,675000.0
1321 Tudor Ct,Concord,94521,3.0,2.0,1585.0,Single Family Residence,1957,562500.0
4805 Clayton Rd UNIT 3,Concord,94521,2.0,2.0,909.0,Condominium,1984,370000.0
1865 N 5th St,Concord,94519,4.0,2.0,2148.0,Single Family Residence,1948,640000.0
2145 Northwood Cir UNIT D,Concord,94520,2.0,1.0,870.0,Condominium,1979,314000.0
3711 Lindero Dr,Concord,94519,4.0,2.0,1883.0,Single Family Residence,1966,630000.0
4686 Brenda Cir,Concord,94521,4.0,2.0,1568.0,Single Family Residence,1962,570000.0
3973 Newcastle Rd,Concord,94519,3.0,2.0,1342.0,Single Family Residence,1962,570000.0
4632 Melody Dr APT E,Concord,94521,2.0,2.0,934.0,Condominium,1989,385000.0
1086 Mohr Ln APT B,Concord,94518,2.0,2.0,877.0,Condominium,1972,330000.0
164 Norman Ave,Concord,94520,3.0,2.0,1113.0,Single Family Residence,1918,485000.0
1001 Oak Grove Rd,Concord,94518,4.0,2.0,1677.0,Single Family Residence,1960,700000.0
3624 Chestnut Ave,Concord,94519,4.0,2.0,1643.0,Single Family Residence,1941,667000.0
1511 Parkwood Pl,Concord,94521,2.0,2.0,1088.0,Condominium,1978,339900.0
1519 Terry Lynn Ln,Concord,94521,4.0,3.0,1977.0,Single Family Residence,1994,730000.0
2751 Broadmoor Ave,Concord,94520,3.0,1.0,1020.0,Single Family Residence,1952,420000.0
5020 Valley Crest Dr APT 101,Concord,94521,2.0,2.0,1080.0,Apartment,1984,355000.0
1069 Deer Oak Pl,Concord,94521,3.0,3.0,1636.0,Condominium,1991,572000.0
1042 Kaski Ln,Concord,94518,3.0,2.0,1624.0,Single Family Residence,1954,540000.0
3149 Cowell Rd,Concord,94518,3.0,2.0,1352.0,Single Family Residence,1953,585000.0
1410 Bel Air Dr APT 306,Concord,94521,2.0,2.0,940.0,Condominium,1991,349000.0
931 Alla Ct,Concord,94518,4.0,2.0,2378.0,Single Family Residence,1965,800000.0
1133 Meadow Ln APT 90,Concord,94520,1.0,1.0,722.0,Condominium,1972,201500.0
771 Fairlawn Pl,Concord,94518,4.0,3.0,2055.0,Single Family Residence,1966,765000.0
1941 Keswick Ln,Concord,94518,4.0,2.0,1575.0,Single Family Residence,1954,685000.0
4319 Briarcliff Ct,Concord,94521,3.0,2.0,1498.0,Single Family Residence,1963,650000.0
1133 Meadow Ln APT 55,Concord,94520,1.0,1.0,722.0,Condominium,1972,230000.0
5511 Roundtree Dr APT D,Concord,94521,2.0,1.0,925.0,Condominium,1971,329000.0
4290 Woodson Ct,Concord,94521,3.0,2.0,1285.0,Single Family Residence,1961,615000.0
2068 Highland Dr,Concord,94520,3.0,2.0,1286.0,Single Family Residence,1951,515000.0
1076 Saint Francis Dr,Concord,94518,4.0,3.0,2528.0,Single Family Residence,1977,800000.0
1229 Krona Ln,Concord,94521,5.0,4.0,3168.0,Single Family Residence,1973,875000.0
4081 Clayton Rd APT 209,Concord,94521,2.0,1.0,888.0,Multi Family,1972,275000.0
1850 Premier Pl APT B,Concord,94520,2.0,1.5,1088.0,Single Family Residence,1979,392000.0
2855 Richard Ave,Concord,94520,3.0,1.0,1020.0,Single Family Residence,1952,205000.0
3883 Walnut Ave,Concord,94519,3.0,2.0,1448.0,Single Family Residence,1962,736000.0
961 Mohr Ln,Concord,94518,3.0,2.0,1690.0,Single Family Residence,1960,762250.0
5161 Concord Blvd,Concord,94521,3.0,2.0,1145.0,Single Family Residence,1954,565000.0
5507 Kirkwood Dr,Concord,94521,4.0,2.0,1926.0,Single Family Residence,1976,705000.0
1561 Parkwood Pl,Concord,94521,2.0,2.0,1088.0,Townhouse,1978,339999.0
2702 Garden Ave,Concord,94520,3.0,2.0,1202.0,Single Family Residence,1942,495000.0
1729 Sapling Ct APT D,Concord,94519,3.0,3.0,1288.0,Townhouse,1984,430000.0
2988 Glenside Ct,Concord,94520,3.0,1.0,1481.0,Single Family Residence,1953,459000.0
1540 William Way,Concord,94520,3.0,2.0,1664.0,Single Family Residence,1949,579000.0
1705 Trailside Cir,Concord,94518,3.0,3.0,1332.0,Apartment,2008,565000.0
5516 Pamplona Ct,Concord,94521,3.0,2.5,2041.0,Single Family Residence,1975,585500.0
4982 Murchio Dr,Concord,94521,3.0,2.0,1659.0,Single Family Residence,1983,710000.0
1288 Pine Creek Way APT H,Concord,94520,2.0,2.0,1089.0,Townhouse,1970,352000.0
4857 Cherokee Dr,Concord,94521,5.0,3.0,2086.0,Single Family Residence,1961,163000.0
4939 Laurel Dr,Concord,94521,5.0,5.0,3892.0,Single Family Residence,1994,1132500.0
4628 Melody Dr APT F,Concord,94521,2.0,2.0,899.0,Condominium,1988,370000.0
968 Heathergreen Ct,Concord,94521,4.0,3.0,2820.0,Single Family Residence,1997,995000.0
2108 La Orinda Pl,Concord,94518,4.0,2.5,2010.0,Single Family Residence,1975,708000.0
4494 Stone Canyon Ct,Concord,94521,4.0,3.0,2026.0,Single Family Residence,1976,834500.0
2117 N 6th St,Concord,94519,5.0,3.0,2826.0,Single Family Residence,1953,785000.0
730 Ygnacio Woods Ct,Concord,94518,5.0,3.0,2939.0,Single Family Residence,1995,917000.0
5513 Arizona Dr,Concord,94521,3.0,2.0,1158.0,Single Family Residence,1959,353000.0
1846 Earl Ln,Concord,94521,3.0,2.0,1507.0,Single Family Residence,1963,465000.0
1212 Mcewing Ct,Concord,94521,3.0,2.0,1568.0,Single Family Residence,1966,337000.0
3254 Ida Dr,Concord,94519,3.0,2.0,1517.0,Single Family Residence,1953,625000.0
1890 Andrews Dr,Concord,94521,3.0,2.0,1396.0,Single Family Residence,1955,650000.0
1290 Marlboro Ct,Concord,94521,3.0,2.0,1137.0,Single Family Residence,1957,599000.0
4148 Phoenix St,Concord,94521,3.0,2.0,1367.0,Single Family Residence,1963,595888.0
1459 Hartnell Ct,Concord,94521,4.0,2.0,1495.0,Single Family Residence,1963,618500.0
5516 Kirkwood Dr,Concord,94521,3.0,3.0,2049.0,Single Family Residence,1976,712500.0
1980 Gilardy Dr,Concord,94518,3.0,2.0,1607.0,Single Family Residence,1951,700000.0
1530 Claycord Ave,Concord,94521,3.0,2.0,1308.0,Single Family Residence,1962,595000.0
128 Homewood Dr,Concord,94518,3.0,2.0,1330.0,Single Family Residence,1960,560000.0
3955 Kauri Ct,Concord,94521,3.0,2.0,1270.0,Single Family Residence,1972,699000.0
1855 Landana Dr,Concord,94519,3.0,2.0,1524.0,Single Family Residence,1964,442000.0
1295 Waterfall Way,Concord,94521,4.0,3.0,2537.0,Single Family Residence,1976,799000.0
2678 Trafalgar Cir,Concord,94520,3.0,2.0,1487.0,Single Family Residence,1988,569000.0
2687 Trafalgar Cir,Concord,94520,4.0,3.0,1764.0,Single Family Residence,1988,569000.0
5522 Delaware Ct,Concord,94521,4.0,3.0,1860.0,Single Family Residence,1959,735000.0
1393 El Dorado Dr,Concord,94518,3.0,2.0,1430.0,Single Family Residence,1962,662000.0
4524 Shellflower Ct,Concord,94518,4.0,3.0,2391.0,Single Family Residence,1981,882000.0
1398 Del Rio Cir UNIT B,Concord,94518,2.0,1.0,873.0,Condominium,1969,297000.0
1061 Mohr Ln APT C,Concord,94518,2.0,2.0,880.0,Condominium,1973,310000.0
2045 Highland Dr,Concord,94520,3.0,1.0,998.0,Single Family Residence,1951,468000.0
1071 White Oak Dr,Concord,94521,4.0,2.0,1103.0,Single Family Residence,1960,575000.0
1607 Lynwood Dr,Concord,94521,5.0,3.0,2100.0,Single Family Residence,1963,740000.0
1437 Lakeview Pl,Concord,94520,4.0,3.0,1655.0,Single Family Residence,1957,330000.0
2151 Oakland Rd #371, San Jose,95131,2.0,2.0,1536.0,Single Family Residence,1975,200000.0
165 Blossom Hill Rd #472, San Jose,95123,2.0,2.0,1784.0,Single Family Residence,1960,240000.0
369 Pinefield Rd #369, San Jose,95134,3.0,2.0,1433.0,Single Family Residence,1971,225000.0
4856 Mintwood Ct, San Jose,95129,2.0,1.0,950.0,Townhouse,1979,873000.0
628 Brenda Lee Dr, San Jose,95123,4.0,2.5,2354.0,Single Family Residence,1970,1015000.0
2151 Oakland Rd #433, San Jose,95131,2.0,2.0,1344.0,Single Family Residence,2008,132000.0
8654 Solera Dr, San Jose,95135,2.0,2.0,1415.0,Condominium,1965,775000.0
1647 Milroy Pl, San Jose,95124,3.0,2.0,1549.0,Single Family Residence,1985,1420000.0
966 Alta Mar Ter, San Jose,95126,2.0,2.5,1127.0,Townhouse,1949,880000.0
7031 Bret Harte Dr, San Jose,95120,4.0,2.0,2167.0,Single Family Residence,1961,1645000.0
3139 Via Venezia, San Jose,95125,3.0,2.5,1589.0,Single Family Residence,1976,935000.0
3721 Darshan Ct, San Jose,95148,5.0,4.5,4095.0,Single Family Residence,2020,2170000.0
1057 Woodbine Way, San Jose,95117,5.0,3.5,3162.0,Single Family Residence,1957,2225000.0
3733 Darshan Ct, San Jose,95148,6.0,5.5,4059.0,Single Family Residence,1982,2100000.0
3739 Darshan Ct, San Jose,95148,5.0,4.5,4040.0,Single Family Residence,2013,2145000.0
96 Rancho Dr C, San Jose,95111,2.0,2.0,918.0,Condominium,1963,512500.0
345 Esfahan Ct, San Jose,95111,2.0,2.5,1347.0,Townhouse,2007,770000.0
5196 Derek Dr, San Jose,95136,4.0,2.0,1495.0,Single Family Residence,1986,960000.0
6100 Montgomery Court, San Jose,95135,2.0,1.0,1127.0,Condominium,2006,542000.0
829 Nevada Ave, San Jose,95125,3.0,2.0,1392.0,Single Family Residence,2004,1900000.0
329 El Portal Way, San Jose,95119,3.0,2.0,1677.0,Single Family Residence,1981,900000.0
144 S 3rd St #535, San Jose,95112,2.0,2.0,1421.0,Condominium,1967,820000.0
847 Jansen Ave, San Jose,95125,3.0,2.5,1581.0,Single Family Residence,1971,1600000.0
203 Proximity Way, San Jose,95110,3.0,3.0,1588.0,Condominium,1957,1210000.0
4020 Laurelglen Ct, San Jose,95118,3.0,2.0,1720.0,Single Family Residence,2002,1430000.0
380 Auburn Way #14, San Jose,95129,2.0,1.0,1099.0,Condominium,1986,590000.0
2836 Ivy Estates Ct, San Jose,95135,4.0,2.5,2108.0,Single Family Residence,1977,1300000.0
426 Galleria Dr #3, San Jose,95134,2.0,2.5,1564.0,Townhouse,1959,1099000.0
7209 Rosencrans Way, San Jose,95139,4.0,2.5,2137.0,Single Family Residence,1952,1126000.0
73 Montecito Vista Dr #2, San Jose,95111,2.0,2.5,1303.0,Townhouse,1970,770000.0
4557 Cimarron River Ct, San Jose,95136,3.0,2.5,1441.0,Townhouse,1975,726000.0
2151 Oakland Rd #371, San Jose,95131,2.0,2.0,1536.0,Single Family Residence,1960,200000.0
165 Blossom Hill Rd #472, San Jose,95123,2.0,2.0,1784.0,Single Family Residence,1971,240000.0
369 Pinefield Rd #369, San Jose,95134,3.0,2.0,1433.0,Single Family Residence,1979,225000.0
4856 Mintwood Ct, San Jose,95129,2.0,1.0,950.0,Townhouse,1970,873000.0
628 Brenda Lee Dr, San Jose,95123,4.0,2.5,2354.0,Single Family Residence,2008,1015000.0
2151 Oakland Rd #433, San Jose,95131,2.0,2.0,1344.0,Single Family Residence,1965,132000.0
1647 Milroy Pl, San Jose,95124,3.0,2.0,1549.0,Single Family Residence,1949,1420000.0
966 Alta Mar Ter, San Jose,95126,2.0,2.5,1127.0,Townhouse,1961,880000.0
7031 Bret Harte Dr, San Jose,95120,4.0,2.0,2167.0,Single Family Residence,1976,1645000.0
3139 Via Venezia, San Jose,95125,3.0,2.5,1589.0,Single Family Residence,2020,935000.0
3721 Darshan Ct, San Jose,95148,5.0,4.5,4095.0,Single Family Residence,1957,2170000.0
1057 Woodbine Way, San Jose,95117,5.0,3.5,3162.0,Single Family Residence,1982,2225000.0
3733 Darshan Ct, San Jose,95148,6.0,5.5,4059.0,Single Family Residence,2013,2100000.0
3739 Darshan Ct, San Jose,95148,5.0,4.5,4040.0,Single Family Residence,1963,2145000.0
96 Rancho Dr C, San Jose,95111,2.0,2.0,918.0,Condominium,2007,512500.0
345 Esfahan Ct, San Jose,95111,2.0,2.5,1347.0,Townhouse,1986,770000.0
5196 Derek Dr, San Jose,95136,4.0,2.0,1495.0,Single Family Residence,2006,960000.0
6100 Montgomery Court, San Jose,95135,2.0,1.0,1127.0,Condominium,2004,542000.0
829 Nevada Ave, San Jose,95125,3.0,2.0,1392.0,Single Family Residence,1981,1900000.0
329 El Portal Way, San Jose,95119,3.0,2.0,1677.0,Single Family Residence,1967,900000.0
144 S 3rd St #535, San Jose,95112,2.0,2.0,1421.0,Condominium,1971,820000.0
847 Jansen Ave, San Jose,95125,3.0,2.5,1581.0,Single Family Residence,1957,1600000.0
203 Proximity Way, San Jose,95110,3.0,3.0,1588.0,Condominium,2002,1210000.0
4020 Laurelglen Ct, San Jose,95118,3.0,2.0,1720.0,Single Family Residence,1986,1430000.0
380 Auburn Way #14, San Jose,95129,2.0,1.0,1099.0,Condominium,1977,590000.0
2836 Ivy Estates Ct, San Jose,95135,4.0,2.5,2108.0,Single Family Residence,1959,1300000.0
426 Galleria Dr #3, San Jose,95134,2.0,2.5,1564.0,Townhouse,1971,1099000.0
7209 Rosencrans Way, San Jose,95139,4.0,2.5,2137.0,Single Family Residence,1959,1126000.0
73 Montecito Vista Dr #2, San Jose,95111,2.0,2.5,1303.0,Townhouse,1975,770000.0
4557 Cimarron River Ct, San Jose,95136,3.0,2.5,1441.0,Townhouse,1960,726000.0
2151 Oakland Rd #371, San Jose,95131,2.0,2.0,1536.0,Single Family Residence,1971,200000.0
165 Blossom Hill Rd #472, San Jose,95123,2.0,2.0,1784.0,Single Family Residence,1979,240000.0
369 Pinefield Rd #369, San Jose,95134,3.0,2.0,1433.0,Single Family Residence,1970,225000.0
4856 Mintwood Ct, San Jose,95129,2.0,1.0,950.0,Townhouse,2008,873000.0
628 Brenda Lee Dr, San Jose,95123,4.0,2.5,2354.0,Single Family Residence,1965,1015000.0
2151 Oakland Rd #433, San Jose,95131,2.0,2.0,1344.0,Single Family Residence,1985,132000.0
8654 Solera Dr, San Jose,95135,2.0,2.0,1415.0,Condominium,1949,775000.0
1647 Milroy Pl, San Jose,95124,3.0,2.0,1549.0,Single Family Residence,1961,1420000.0
966 Alta Mar Ter, San Jose,95126,2.0,2.5,1127.0,Townhouse,1976,880000.0
7031 Bret Harte Dr, San Jose,95120,4.0,2.0,2167.0,Single Family Residence,2020,1645000.0
3139 Via Venezia, San Jose,95125,3.0,2.5,1589.0,Single Family Residence,1957,935000.0
3721 Darshan Ct, San Jose,95148,5.0,4.5,4095.0,Single Family Residence,1982,2170000.0
1057 Woodbine Way, San Jose,95117,5.0,3.5,3162.0,Single Family Residence,2013,2225000.0
3733 Darshan Ct, San Jose,95148,6.0,5.5,4059.0,Single Family Residence,1963,2100000.0
3739 Darshan Ct, San Jose,95148,5.0,4.5,4040.0,Single Family Residence,2007,2145000.0
96 Rancho Dr C, San Jose,95111,2.0,2.0,918.0,Condominium,1986,512500.0
345 Esfahan Ct, San Jose,95111,2.0,2.5,1347.0,Townhouse,2006,770000.0
5196 Derek Dr, San Jose,95136,4.0,2.0,1495.0,Single Family Residence,2004,960000.0
6100 Montgomery Court, San Jose,95135,2.0,1.0,1127.0,Condominium,1981,542000.0
829 Nevada Ave, San Jose,95125,3.0,2.0,1392.0,Single Family Residence,1967,1900000.0
329 El Portal Way, San Jose,95119,3.0,2.0,1677.0,Single Family Residence,1971,900000.0
144 S 3rd St #535, San Jose,95112,2.0,2.0,1421.0,Condominium,1957,820000.0
847 Jansen Ave, San Jose,95125,3.0,2.5,1581.0,Single Family Residence,2002,1600000.0
203 Proximity Way, San Jose,95110,3.0,3.0,1588.0,Condominium,1986,1210000.0
4020 Laurelglen Ct, San Jose,95118,3.0,2.0,1720.0,Single Family Residence,1977,1430000.0
380 Auburn Way #14, San Jose,95129,2.0,1.0,1099.0,Condominium,1959,590000.0
2836 Ivy Estates Ct, San Jose,95135,4.0,2.5,2108.0,Single Family Residence,1984,1300000.0
426 Galleria Dr #3, San Jose,95134,2.0,2.5,1564.0,Townhouse,1950,1099000.0
7209 Rosencrans Way, San Jose,95139,4.0,2.5,2137.0,Single Family Residence,1963,1126000.0
73 Montecito Vista Dr #2, San Jose,95111,2.0,2.5,1303.0,Townhouse,2016,770000.0
4557 Cimarron River Ct, San Jose,95136,3.0,2.5,1441.0,Townhouse,1965,726000.0
215 Proximity Way, San Jose,95110,2.0,2.5,1302.0,Condominium,1970,899000.0
1580 Wharton Road, San Jose,95132,5.0,3.0,2504.0,Single Family Residence,1986,1550000.0
939 Rock Canyon Cir, San Jose,95127,4.0,2.5,2912.0,Single Family Residence,1977,1558260.0
1398 Olympus Dr, San Jose,95129,4.0,2.0,1756.0,Single Family Residence,1951,1575000.0
5104 Leigh Ave, San Jose,95124,4.0,2.0,1422.0,Single Family Residence,1956,1380000.0
2138 Charger Dr, San Jose,95131,4.0,2.5,2160.0,Single Family Residence,1979,1250000.0
1769 Whispering Willow Pl, San Jose,95125,5.0,4.0,3189.0,Single Family Residence,2008,2010000.0
1865 Midnight Cir, San Jose,95133,3.0,2.0,1714.0,Townhouse,2018,1000000.0
1285 Curtiss Ave, San Jose,95125,5.0,4.5,3999.0,Single Family Residence,1954,2800000.0
88 N Jackson Ave #515, San Jose,95116,1.0,1.0,720.0,Condominium,2019,450000.0
1541 Goody Ln, San Jose,95131,4.0,3.0,1629.0,Single Family Residence,1984,1268000.0
121 La Quebrada Way, San Jose,95127,3.0,2.5,1702.0,Townhouse,1990,800000.0
4772 Canela Way, San Jose,95136,4.0,2.5,2259.0,Single Family Residence,1916,1100000.0
5336 Cedar Grove Cir, San Jose,95123,4.0,2.0,1362.0,Single Family Residence,1973,935000.0
5689 Makati Cir H, San Jose,95123,1.0,1.0,690.0,Condominium,2009,460000.0
1508 Huddersfield Ct, San Jose,95126,3.0,2.0,1161.0,Townhouse,1996,842000.0
1310 Saddle Rack St #347, San Jose,95126,2.0,2.0,1258.0,Condominium,1966,775000.0
2433 Apsis Ave, San Jose,95124,3.0,2.0,1394.0,Single Family Residence,1985,1300000.0
1080 Sherman St, San Jose,95110,2.0,1.0,812.0,Single Family Residence,1986,650000.0
764 Windell Ct, San Jose,95123,3.0,2.0,1283.0,Single Family Residence,1984,990000.0
1062 Summershore Ct, San Jose,95122,1.0,1.0,512.0,Condominium,1978,359000.0
670 E Mission St, San Jose,95112,2.0,1.0,1007.0,Single Family Residence,1947,880000.0
1033 Ramona Ave, San Jose,95125,4.0,3.0,2138.0,Single Family Residence,1967,1200000.0
5201 Cribari Hls, San Jose,95135,2.0,2.0,1240.0,Condominium,1972,459000.0
554 Menker Ave, San Jose,95128,3.0,3.0,1606.0,Single Family Residence,1990,1190000.0
423 Colony Cove Dr, San Jose,95123,2.0,1.0,942.0,Townhouse,1941,618000.0
1550 Technology Dr, San Jose,95110,1.0,1.0,831.0,Condominium,1984,545000.0
5328 Estrade Dr, San Jose,95118,4.0,2.0,2283.0,Single Family Residence,2006,1335000.0
2056 Ojo De Agua Ct, San Jose,95116,3.0,1.0,1180.0,Townhouse,2006,550000.0
3163 Kenland Dr, San Jose,95111,3.0,2.0,1094.0,Condominium,1961,588000.0
1550 Technology Dr #3033, San Jose,95110,1.0,1.0,831.0,Condominium,2008,545000.0
1209 Yarwood Ct, San Jose,95128,1.0,1.0,658.0,Condominium,1905,455000.0
4271 North 1st. St #112, San Jose,95134,3.0,2.0,2000.0,Single Family Residence,1940,275000.0
5343 Garrison Cir, San Jose,95123,3.0,2.0,1367.0,Single Family Residence,1949,870000.0
2421 Jubilee Ln, San Jose,95131,1.0,1.0,645.0,Condominium,1957,465000.0
4045 Rio Ct, San Jose,95134,2.0,2.5,1130.0,Condominium,1974,880000.0
206 Montalcino Cir, San Jose,95111,3.0,3.5,1856.0,Townhouse,1970,850000.0
998 Patricia Way, San Jose,95125,3.0,2.0,1483.0,Single Family Residence,1950,1541000.0
147 Monte Verano Ct, San Jose,95116,2.0,1.0,877.0,Condominium,1994,480000.0
1023 Kiser Dr, San Jose,95120,3.0,2.5,1470.0,Single Family Residence,1969,940000.0
1390 Saddle Rack St #310, San Jose,95126,3.0,2.0,1407.0,Condominium,1950,910000.0
3157 Loma Verde Dr #52, San Jose,95117,3.0,2.5,1366.0,Townhouse,1960,840000.0
2370 Carlton Ave, San Jose,95124,3.0,2.0,1456.0,Single Family Residence,1959,1630000.0
1711 Cape Horn Ct, San Jose,95133,4.0,3.0,2315.0,Single Family Residence,1974,1378000.0
997 Prevost St, San Jose,95125,2.0,1.0,1067.0,Single Family Residence,2008,900000.0
307 Henderson Dr, San Jose,95123,3.0,2.0,1143.0,Single Family Residence,2006,930000.0
139 Quail Hollow #139, San Jose,95128,2.0,2.0,1512.0,Single Family Residence,2007,296900.0
6974 Avenida Rotella, San Jose,95139,3.0,2.0,1308.0,Single Family Residence,1971,930000.0
801 S Winchester Blvd #1306, San Jose,95128,2.0,2.0,986.0,Condominium,1959,815000.0
3915 Altadena Ln, San Jose,95127,3.0,2.0,1550.0,Single Family Residence,1975,1076000.0
788 Golden Creek Ter, San Jose,95111,3.0,3.0,1640.0,Condominium,1960,699000.0
858 Windsor Hills Cir, San Jose,95123,3.0,2.5,1650.0,Single Family Residence,1971,1190000.0
1263 Avenida Las Brisas, San Jose,95131,1.0,1.0,1415.0,Condominium,1979,675000.0
1348 Whitegate Ave, San Jose,95125,4.0,3.0,2400.0,Single Family Residence,1970,1800000.0
2148 Walnut Grove Ave, San Jose,95128,4.0,2.0,1650.0,Single Family Residence,1971,1400000.0
3029 Kilo Ave, San Jose,95124,3.0,1.0,1060.0,Single Family Residence,1956,915000.0
619 Teatree Ct, San Jose,95128,2.0,2.0,922.0,Condominium,1978,570000.0
721 Autumn Meadow Dr, San Jose,95123,3.0,3.5,1712.0,Condominium,1979,835000.0
480 Curie Dr, San Jose,95123,3.0,2.0,1400.0,Single Family Residence,2020,1150000.0
21490 Almaden Rd, San Jose,95120,3.0,3.0,1694.0,Single Family Residence,1954,1200000.0
408 Pinefield Rd #408, San Jose,95134,2.0,2.0,816.0,Single Family Residence,1938,75000.0
5623 Playa Del Rey Ct #4, San Jose,95123,2.0,1.0,798.0,Condominium,1985,450000.0
6013 Salida Del Sol, San Jose,95123,4.0,2.0,1748.0,Single Family Residence,1996,1055000.0
288 S 12th St, San Jose,95112,3.0,1.0,1602.0,Single Family Residence,1968,877000.0
5051 Bougainvillea Dr, San Jose,95111,4.0,3.0,2290.0,Single Family Residence,1975,1253000.0
4787 Raspberry Pl, San Jose,95129,2.0,1.0,1230.0,Condominium,1972,1010000.0
1726 Guadalupe Ave, San Jose,95125,4.0,3.0,2426.0,Single Family Residence,1977,1425000.0
4151 Mountcastle Way, San Jose,95136,3.0,2.0,1232.0,Single Family Residence,1983,1130000.0
1318 Sippola Way, San Jose,95121,4.0,2.0,1207.0,Single Family Residence,1975,730000.0
1158 Pine Ave, San Jose,95125,2.0,1.0,1338.0,Single Family Residence,1974,1285000.0
1084 Yarwood Ct, San Jose,95128,2.0,2.0,922.0,Condominium,1975,560000.0
1477 De Rose Way #242, San Jose,95126,1.0,1.0,1006.0,Condominium,1992,588000.0
4180 Partridge Dr, San Jose,95121,4.0,2.0,1633.0,Single Family Residence,1959,1185000.0
1737 Parkview Green Cir, San Jose,95131,1.0,1.0,719.0,Condominium,2006,570000.0
903 Sapphire Ct, San Jose,95136,4.0,2.0,1791.0,Single Family Residence,1972,1050000.0
1550 Technology Dr #4098, San Jose,95110,1.0,1.0,875.0,Condominium,2003,600000.0
59 Carnegie Sq, San Jose,95116,3.0,2.5,1357.0,Townhouse,2019,760000.0
1377 Cristina Ave, San Jose,95125,2.0,1.0,900.0,Single Family Residence,1959,1210000.0
602 Azule Ave, San Jose,95123,4.0,2.0,1345.0,Single Family Residence,1983,1040000.0
5121 Bucknall Rd, San Jose,95130,1.0,1.0,1272.0,Single Family Residence,2011,1450000.0
312 Doris Ave, San Jose,95127,2.0,1.0,845.0,Single Family Residence,1972,550000.0
575 Millpond Dr #575, San Jose,95125,2.0,2.0,1240.0,Single Family Residence,1973,260000.0
2247 Pastoral Loop, San Jose,95122,3.0,2.0,3090.0,Single Family Residence,1936,1150000.0
3559 Ivalynn Ct, San Jose,95132,1.0,1.0,709.0,Condominium,1968,486000.0
209 Chantilley Ln, San Jose,95139,3.0,2.0,1220.0,Condominium,1997,520000.0
1122 Silver Oak Ct, San Jose,95120,2.0,2.0,1299.0,Single Family Residence,1968,800000.0
350 N 2nd St #119, San Jose,95112,2.0,2.0,1178.0,Condominium,2020,690000.0
7570 Helmsdale Ct, San Jose,95135,2.0,2.5,1751.0,Condominium,1966,865000.0
1580 Coleman Rd, San Jose,95120,5.0,2.5,2278.0,Single Family Residence,1970,1482000.0
165 Blossom Hill Rd #519, San Jose,95123,2.0,2.0,1440.0,Single Family Residence,1976,190000.0
2600 Senter Rd #63, San Jose,95111,2.0,2.0,1040.0,Single Family Residence,1990,240000.0
5494 Makati Cir, San Jose,95123,1.0,1.0,690.0,Condominium,1976,430000.0
14364 Bercaw, San Jose,95124,3.0,2.0,1406.0,Single Family Residence,2016,1550000.0
3046 Warrington Ave, San Jose,95127,3.0,2.0,1188.0,Single Family Residence,2004,737000.0
961 Mount Carmel Dr, San Jose,95120,4.0,2.0,1999.0,Single Family Residence,1970,1550000.0
2213 Beech Cir, San Jose,95131,3.0,3.0,1536.0,Townhouse,1987,980000.0
7367 Via Montecitos, San Jose,95135,2.0,2.0,1781.0,Condominium,2007,799000.0
1506 Bird Ave, San Jose,95125,3.0,2.0,1717.0,Single Family Residence,1973,1390000.0
2251 Barrett Ave, San Jose,95124,3.0,2.0,1241.0,Single Family Residence,2019,1505000.0
1491 Dentwood Dr, San Jose,95118,3.0,2.0,1071.0,Single Family Residence,1997,1150000.0
175 W Saint James St #1007, San Jose,95110,1.0,1.0,663.0,Condominium,1980,632000.0
2428 Hecate Pl, San Jose,95124,3.0,2.5,2064.0,Single Family Residence,1959,1319000.0
6022 Gypsy Moth Place, San Jose,95123,3.0,2.5,1538.0,Single Family Residence,1958,965000.0
